各年收入族群女性持卡人於六都消費樣態,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年月,地區,性別,食品餐飲類未滿20[筆數],食品餐飲類未滿20[金額，新台幣],衣著飾品類未滿20[筆數],衣著飾品類未滿20[金額，新台幣],旅館住宿類未滿20[筆數],旅館住宿類未滿20[金額，新台幣],交通類未滿20[筆數],交通類未滿20[金額，新台幣],文教康樂類未滿20[筆數],文教康樂類未滿20[金額，新台幣],百貨類未滿20[筆數],百貨類未滿20[金額，新台幣],其他類未滿20[筆數],其他類未滿20[金額，新台幣],食品餐飲類20[含]-25[筆數],食品餐飲類20[含]-25[金額，新台幣],衣著飾品類20[含]-25[筆數],衣著飾品類20[含]-25[金額，新台幣],旅館住宿類20[含]-25[筆數],旅館住宿類20[含]-25[金額，新台幣],交通類20[含]-25[筆數],交通類20[含]-25[金額，新台幣],文教康樂類20[含]-25[筆數],文教康樂類20[含]-25[金額，新台幣],百貨類20[含]-25[筆數],百貨類20[含]-25[金額，新台幣],其他類20[含]-25[筆數],其他類20[含]-25[金額，新台幣],食品餐飲類25[含]-30[筆數],食品餐飲類25[含]-30[金額，新台幣],衣著飾品類25[含]-30[筆數],衣著飾品類25[含]-30[金額，新台幣],旅館住宿類25[含]-30[筆數],旅館住宿類25[含]-30[金額，新台幣],交通類25[含]-30[筆數],交通類25[含]-30[金額，新台幣],文教康樂類25[含]-30[筆數],文教康樂類25[含]-30[金額，新台幣],百貨類25[含]-30[筆數],百貨類25[含]-30[金額，新台幣],其他類25[含]-30[筆數],其他類25[含]-30[金額，新台幣],食品餐飲類30[含]-35[筆數],食品餐飲類30[含]-35[金額，新台幣],衣著飾品類30[含]-35[筆數],衣著飾品類30[含]-35[金額，新台幣],旅館住宿類30[含]-35[筆數],旅館住宿類30[含]-35[金額，新台幣],交通類30[含]-35[筆數],交通類30[含]-35[金額，新台幣],文教康樂類30[含]-35[筆數],文教康樂類30[含]-35[金額，新台幣],百貨類30[含]-35[筆數],百貨類30[含]-35[金額，新台幣],其他類30[含]-35[筆數],其他類30[含]-35[金額，新台幣],食品餐飲類35[含]-40[筆數],食品餐飲類35[含]-40[金額，新台幣],衣著飾品類35[含]-40[筆數],衣著飾品類35[含]-40[金額，新台幣],旅館住宿類35[含]-40[筆數],旅館住宿類35[含]-40[金額，新台幣],交通類35[含]-40[筆數],交通類35[含]-40[金額，新台幣],文教康樂類35[含]-40[筆數],文教康樂類35[含]-40[金額，新台幣],百貨類35[含]-40[筆數],百貨類35[含]-40[金額，新台幣],其他類35[含]-40[筆數],其他類35[含]-40[金額，新台幣],食品餐飲類40[含]-45[筆數],食品餐飲類40[含]-45[金額，新台幣],衣著飾品類40[含]-45[筆數],衣著飾品類40[含]-45[金額，新台幣],旅館住宿類40[含]-45[筆數],旅館住宿類40[含]-45[金額，新台幣],交通類40[含]-45[筆數],交通類40[含]-45[金額，新台幣],文教康樂類40[含]-45[筆數],文教康樂類40[含]-45[金額，新台幣],百貨類40[含]-45[筆數],百貨類40[含]-45[金額，新台幣],其他類40[含]-45[筆數],其他類40[含]-45[金額，新台幣],食品餐飲類45[含]-50[筆數],食品餐飲類45[含]-50[金額，新台幣],衣著飾品類45[含]-50[筆數],衣著飾品類45[含]-50[金額，新台幣],旅館住宿類45[含]-50[筆數],旅館住宿類45[含]-50[金額，新台幣],交通類45[含]-50[筆數],交通類45[含]-50[金額，新台幣],文教康樂類45[含]-50[筆數],文教康樂類45[含]-50[金額，新台幣],百貨類45[含]-50[筆數],百貨類45[含]-50[金額，新台幣],其他類45[含]-50[筆數],其他類45[含]-50[金額，新台幣],食品餐飲類50[含]-55[筆數],食品餐飲類50[含]-55[金額，新台幣],衣著飾品類50[含]-55[筆數],衣著飾品類50[含]-55[金額，新台幣],旅館住宿類50[含]-55[筆數],旅館住宿類50[含]-55[金額，新台幣],交通類50[含]-55[筆數],交通類50[含]-55[金額，新台幣],文教康樂類50[含]-55[筆數],文教康樂類50[含]-55[金額，新台幣],百貨類50[含]-55[筆數],百貨類50[含]-55[金額，新台幣],其他類50[含]-55[筆數],其他類50[含]-55[金額，新台幣],食品餐飲類55[含]-60[筆數],食品餐飲類55[含]-60[金額，新台幣],衣著飾品類55[含]-60[筆數],衣著飾品類55[含]-60[金額，新台幣],旅館住宿類55[含]-60[筆數],旅館住宿類55[含]-60[金額，新台幣],交通類55[含]-60[筆數],交通類55[含]-60[金額，新台幣],文教康樂類55[含]-60[筆數],文教康樂類55[含]-60[金額，新台幣],百貨類55[含]-60[筆數],百貨類55[含]-60[金額，新台幣],其他類55[含]-60[筆數],其他類55[含]-60[金額，新台幣],食品餐飲類60[含]-65[筆數],食品餐飲類60[含]-65[金額，新台幣],衣著飾品類60[含]-65[筆數],衣著飾品類60[含]-65[金額，新台幣],旅館住宿類60[含]-65[筆數],旅館住宿類60[含]-65[金額，新台幣],交通類60[含]-65[筆數],交通類60[含]-65[金額，新台幣],文教康樂類60[含]-65[筆數],文教康樂類60[含]-65[金額，新台幣],百貨類60[含]-65[筆數],百貨類60[含]-65[金額，新台幣],其他類60[含]-65[筆數],其他類60[含]-65[金額，新台幣],食品餐飲類65[含]-70[筆數],食品餐飲類65[含]-70[金額，新台幣],衣著飾品類65[含]-70[筆數],衣著飾品類65[含]-70[金額，新台幣],旅館住宿類65[含]-70[筆數],旅館住宿類65[含]-70[金額，新台幣],交通類65[含]-70[筆數],交通類65[含]-70[金額，新台幣],文教康樂類65[含]-70[筆數],文教康樂類65[含]-70[金額，新台幣],百貨類65[含]-70[筆數],百貨類65[含]-70[金額，新台幣],其他類65[含]-70[筆數],其他類65[含]-70[金額，新台幣],食品餐飲類70[含]-75[筆數],食品餐飲類70[含]-75[金額，新台幣],衣著飾品類70[含]-75[筆數],衣著飾品類70[含]-75[金額，新台幣],旅館住宿類70[含]-75[筆數],旅館住宿類70[含]-75[金額，新台幣],交通類70[含]-75[筆數],交通類70[含]-75[金額，新台幣],文教康樂類70[含]-75[筆數],文教康樂類70[含]-75[金額，新台幣],百貨類70[含]-75[筆數],百貨類70[含]-75[金額，新台幣],其他類70[含]-75[筆數],其他類70[含]-75[金額，新台幣],食品餐飲類75[含]-80[筆數],食品餐飲類75[含]-80[金額，新台幣],衣著飾品類75[含]-80[筆數],衣著飾品類75[含]-80[金額，新台幣],旅館住宿類75[含]-80[筆數],旅館住宿類75[含]-80[金額，新台幣],交通類75[含]-80[筆數],交通類75[含]-80[金額，新台幣],文教康樂類75[含]-80[筆數],文教康樂類75[含]-80[金額，新台幣],百貨類75[含]-80[筆數],百貨類75[含]-80[金額，新台幣],其他類75[含]-80[筆數],其他類75[含]-80[金額，新台幣],食品餐飲類80[含]以上[筆數],食品餐飲類80[含]以上[金額，新台幣],衣著飾品類80[含]以上[筆數],衣著飾品類80[含]以上[金額，新台幣],旅館住宿類80[含]以上[筆數],旅館住宿類80[含]以上[金額，新台幣],交通類80[含]以上[筆數],交通類80[含]以上[金額，新台幣],文教康樂類80[含]以上[筆數],文教康樂類80[含]以上[金額，新台幣],百貨類80[含]以上[筆數],百貨類80[含]以上[金額，新台幣],其他類80[含]以上[筆數],其他類80[含]以上[金額，新台幣]
104年10月,台南市,女性,528,377561,144,213737,81,228179,989,300764,334,651427,741,1157786,231,670159,10379,10586866,3201,6602675,1747,6427009,14801,6925204,6728,16581754,15630,31365399,6295,24699623,29273,36158798,8972,21378840,4894,18945333,37509,22770095,14904,48005870,38057,80928003,15873,62356849,52496,66277033,15820,37708063,7803,33568577,53438,37305326,18052,69112559,57929,121801892,21671,76836248,68829,86157579,18170,43301144,9367,38914040,58218,45370279,19524,75508419,61173,130515036,24570,87673443,67329,83204392,14126,36767160,8990,39807625,50740,40807824,17271,70752304,50759,114257346,21186,81885554,64837,78842653,11706,32806780,8902,39799351,46417,39324419,14926,70299606,41903,104866681,19651,82360023,48831,61501002,7514,25856337,7040,33775998,35748,30137366,9478,59013455,27910,79201805,13839,64613490,32242,42665991,4103,15385345,4344,22739804,22097,18351585,5365,42221514,16096,50828510,7818,39653875,19291,23855642,1906,7253190,2245,11751701,11292,9568132,2849,27582571,8438,25454167,3912,21685776,7882,8925209,569,1891366,825,3581789,3819,3099236,949,10522523,2884,9456200,1379,8139540,2545,2662500,175,632375,217,1085306,1102,782256,267,3772645,937,3110591,405,2106779,911,1051926,48,194963,82,327134,331,269284,99,1029151,289,881802,170,765706,552,788392,125,506192,99,634253,387,408151,177,1418240,306,931917,237,1248235
104年11月,台南市,女性,561,356293,127,199999,54,158848,1002,316163,195,449430,837,1723392,224,295242,10128,9809107,3067,6512947,1664,5809311,14945,6876086,5296,12847226,22388,57128104,5700,20147707,29450,38026620,8159,19267356,4684,19136800,37187,23052092,12063,38330987,61633,202026250,14589,55466527,52096,68553768,14871,34938593,7717,35231269,52852,36782906,14655,56624293,91104,287368090,20300,71505523,67395,88524016,17098,41355103,9582,45557080,58434,45448302,16505,65585413,93379,299980622,22673,84393370,65972,84547463,13231,35311683,9297,47211233,50462,40681852,14134,63706388,79888,284593759,19930,79196313,62847,79263225,10169,30105858,9229,47902352,46016,37653558,12082,61719908,66069,264218244,18339,81190694,47516,62924161,6420,23149153,7239,37570777,35408,29753757,8512,49936101,44605,226200807,13180,64389011,30978,43436794,3632,14184156,4734,29432877,22501,18811987,4730,37276542,26219,139139934,7399,40972172,18365,25194030,1641,6458917,2486,14154766,11387,9255652,2611,22469178,13398,76605539,3635,19998934,7553,8820463,513,1700526,862,4670446,3978,2974670,853,8702889,4760,22845394,1363,11675235,2416,3088989,133,449733,227,1267397,1074,866446,212,2326060,1372,7758372,392,2471930,834,1241291,34,140077,101,353045,346,256343,92,1900400,504,3894052,138,608761,518,913438,120,519713,113,1165553,395,304598,182,1790215,431,2905382,225,1522682
104年12月,台南市,女性,533,443057,154,275378,64,190267,1014,361204,234,657099,803,1070761,285,508408,10554,10716579,3563,7242065,1983,7156239,15158,6922401,5752,15471822,16042,27404017,5991,18914136,29445,38571750,9413,21694033,5626,21721214,37393,22275700,12964,40054861,36622,67051970,14988,48158436,51002,70987313,16797,39957432,9367,41272699,51785,35738050,15792,54957429,53130,97814928,20957,70355653,67672,92031681,20016,49127416,11214,50445048,57631,42063874,18142,68819041,58848,111762858,24437,86475912,66304,88796115,16396,43958596,10567,52923440,50302,38822303,15930,68941410,50171,101295363,21585,84864154,62378,83504327,13035,40440118,10541,52342598,46163,37637384,13110,61073250,40165,92264624,19852,84402405,47547,66245566,7791,29082779,8361,43944248,35404,29464972,8782,48558720,25184,70376065,14009,68181648,31060,45368825,4440,16487613,5472,29099441,22000,16425924,4949,29512602,14421,40965194,7982,43429394,18799,25788529,2050,8005956,2841,17217426,11174,8971070,2568,18572564,7352,20088337,4246,23565545,7748,9680651,666,2368338,1030,4569300,3952,2979368,858,4536905,2628,6834674,1519,11760875,2506,2865257,181,749769,291,1178540,1101,692001,250,1833463,743,2058512,445,2709803,868,1166081,58,268419,116,432442,361,278551,95,1230646,270,1022775,135,718483,557,838587,143,554946,113,968456,381,312008,173,1364774,321,981826,260,1660593
105年01月,台南市,女性,456,338697,106,175235,72,210061,444,199191,250,1341289,623,889247,134,255013,10213,12121529,3126,6436766,2043,7580328,8538,5088359,5340,16108922,14426,25442755,4149,15502068,29341,41866512,8690,20205863,5574,25656616,21692,15423981,12470,42841859,35540,67054697,10699,43587154,54310,82927806,17447,41748533,9425,46680334,30120,23948644,15771,60841323,54796,106099046,15125,62624658,72657,111231208,22295,55327289,11805,57091604,34027,27649254,18639,78819678,63441,127114961,18320,78009530,71911,112165053,18517,50564283,11840,63034499,29892,27082525,16941,89953783,55006,123425001,17080,79728172,69869,110554490,14195,43173375,11535,60392861,26974,25690431,14577,88189340,45956,116693493,16506,83999901,53508,88849964,8780,32562710,9021,52534176,20011,18743602,9406,58980323,29261,89924393,12420,66060134,35546,62438916,4777,18536330,5638,38587371,11730,10931310,5175,34578792,16597,55914812,7166,43357175,21026,34709767,2203,8243094,2913,18256957,5939,5678781,2601,18160920,8412,28103265,3517,21574306,8728,12947589,753,2811850,1072,5923554,2305,2188244,865,5579889,3144,9439454,1343,8020735,2775,3969307,157,643218,307,1544119,618,672461,220,1586322,879,2730535,343,1924891,932,1489199,53,202154,118,469933,232,178353,85,810394,312,1086468,99,695965,550,951608,155,704921,110,770703,205,233467,134,1052773,267,1276450,176,1539496
105年02月,台南市,女性,398,323516,130,244823,89,313849,404,193784,267,718338,668,1068809,136,247864,8911,10886980,2956,6382500,1769,6685198,7352,4369777,5821,14545376,14378,29662062,3918,14569411,25903,37841694,7767,18400843,4945,21679884,18302,13067811,12659,38511818,34597,76391870,9527,39443885,46849,71112719,14055,33037645,8657,42877654,26112,20093957,15367,50835452,50867,112437598,13536,54566038,63703,97376270,17634,43086852,10840,51305591,29159,23690539,18039,63027655,57297,124760819,16258,66811257,64412,97081769,15271,39800765,11089,57509574,25888,21203355,16823,68032565,51365,120119785,14920,62632980,64101,100333697,12964,37563097,11243,57110987,23964,20636634,14878,80325896,44830,114075380,14331,68801061,49885,80174686,8443,27353582,8845,47377836,18148,15543109,9388,53778418,29235,87397572,10623,54335971,32282,54669368,4401,15801620,5291,30893882,10390,8978725,4701,25599560,15798,52339845,6075,34508070,18713,29922696,1905,6953152,2740,17734094,5082,4214376,2453,17781566,7564,25134911,2962,16533385,7848,11688672,652,1978762,937,6078301,1867,1453812,796,5420144,2790,9290964,1140,6369152,2467,3906143,165,689564,273,1782669,491,357866,194,1239453,653,2048189,270,1250576,885,1252759,58,268431,85,407173,181,116009,84,641381,265,1105258,86,534135,485,944714,103,401470,117,1479564,176,263219,168,1825420,239,1084044,171,1332543
105年03月,台南市,女性,466,339338,94,155332,54,157167,599,249701,253,827774,544,722852,160,308783,9232,9773248,2619,5119519,1608,5143370,8651,5012678,5586,15083723,12013,20956108,4201,13875737,24529,33221747,7257,17033980,3978,15467012,20173,14156169,11209,39510641,25888,51993721,10241,38401743,43916,62942336,13058,31397301,6855,27014053,28369,23197563,13410,56444635,37057,71554045,14430,55286923,58215,81275725,15740,38780485,8142,32059708,31387,28014165,14874,65890261,39246,80071999,16920,69777118,57936,77006765,12122,31663711,7750,33346522,27692,25762249,13083,61818841,33437,73979903,15940,70055129,55032,72517891,9441,27381828,7892,36098923,25520,24147437,11641,60445503,27812,72150118,14761,71755339,43722,56619871,6308,20208765,6256,28615722,19366,18852672,8151,50675992,18629,56769760,11144,54617400,28808,39253385,3638,13253981,4104,17220924,11408,10935007,4810,36021088,10732,36371665,6474,35831243,17486,23144378,1861,6917748,2264,11557038,5892,5644463,2607,22520976,5724,19255645,3452,18769376,7571,9541117,557,1920288,773,3029574,2333,2120180,978,10263114,2075,6248510,1230,6629890,2308,2737354,150,697937,189,1003292,644,513459,270,3266473,535,1795457,318,1667680,832,1007661,25,76111,116,540040,267,166099,119,1757778,188,1657389,106,623620,419,734121,103,363305,63,767288,223,275890,139,1615471,181,611911,197,1434704
105年04月,台南市,女性,448,316401,135,198624,91,277573,492,202358,216,603895,653,958163,161,346226,9335,9569150,2911,5481867,1777,6665473,8770,5368506,5175,14168381,13951,29177596,4330,13406895,25956,35238510,8174,18047843,4436,18661566,20693,15039938,11568,39310183,32047,71980181,10175,37856169,46031,65151616,14789,33404808,7146,33379125,28696,22666835,13614,48896445,46839,109276313,13968,53966226,61048,84798996,17718,42047218,8919,42722907,31806,27129433,15611,61642053,50821,125327919,16620,69438131,59811,80696817,13959,35434003,8597,44233612,27772,25345170,14558,63867289,42966,115866610,15451,67387509,57764,76520777,10887,30877515,8525,45745847,25600,23289347,11959,59764183,35437,101353183,14723,69876436,45611,60823896,6998,22069019,6757,35686608,19535,18341360,8177,49057909,23565,81759969,10777,55101560,29334,41599233,3737,13669074,4340,24283009,11436,10574585,4761,35372653,13405,52500435,6350,36304438,17495,23432792,1914,6618719,2337,14147894,5831,5775146,2586,23838502,6918,25742002,3292,20559454,7439,9237767,579,2986983,881,5087881,2230,1778883,946,10282914,2623,10149209,1235,8297844,2199,2563030,140,514475,226,1187150,553,428162,260,3075088,656,2515670,326,1599684,804,1101465,53,236743,129,605940,236,198692,99,1577372,201,1022559,108,882671,273,318841,16,36826,20,114255,70,49015,24,212797,132,559447,39,180319
105年05月,台南市,女性,479,328343,176,281804,61,218975,543,247883,216,1215466,717,998131,239,409831,10289,10749420,3915,7359622,1635,5579566,9408,5725252,5388,15853097,14604,25303720,5271,13933537,27960,37528585,9345,20334451,4344,19182323,21943,15943626,11366,38496082,31527,60047899,12063,39166611,48681,68726753,15834,35905504,7013,31480005,30072,25587946,13670,52824197,44526,85116448,16873,55825814,64655,88916137,19009,43063314,8559,41837224,33526,31430156,15607,66075707,48944,95150330,19341,68044373,63290,85320350,15675,38577062,8099,42819654,28697,27384408,13961,72654738,41239,86031483,17356,68972149,60611,81843568,12548,35002529,7784,39900962,26151,25879511,11940,70270972,35087,85110307,16122,71215576,47317,63639974,8048,25037674,6655,36416962,20385,20916448,8342,53906225,23336,66268077,11982,58677764,30780,44433347,4433,15417061,4219,24298445,11877,11964551,4872,38984982,13354,41585020,6945,37550026,18686,25969328,2075,7319346,2272,14007609,6094,5982760,2604,26322262,6796,18908958,3531,19540983,8041,10057790,765,2675133,947,4863678,2347,1834486,955,10428833,2548,7541255,1368,8381139,2403,2920409,173,497755,197,837126,608,540483,273,3324036,643,1755472,364,2297920,859,1054605,44,105749,109,551518,299,235105,121,1727366,248,1013576,109,562248,253,303309,10,26645,33,189594,81,50594,32,191567,120,310320,28,138530
105年06月,台南市,女性,491,366531,157,278080,97,249383,559,271251,326,1366208,760,1018769,319,500655,10831,10959885,3524,6348364,1912,6767617,9908,6122341,6468,16556706,15531,25918332,6842,15675330,28327,36288443,8551,17991602,4731,20618705,23396,17612443,13672,39167060,35016,63583964,15822,42813391,50032,66490294,14057,31154977,7565,34002028,31218,26297800,16180,54920712,52098,96225951,22240,63332952,68470,92058906,17521,39961586,9658,46009698,34759,32033003,18540,73622702,59240,112371677,25163,79983143,67668,87896084,15383,37564755,9148,46977758,31003,31102305,16867,90285872,52050,107621422,22789,78127310,64754,83490254,12508,33908233,8915,48944574,28031,28180020,13859,87977503,43073,98205656,20290,77696237,51283,70017322,7986,23656596,7593,39587541,21651,21499692,9544,59777471,28537,80781556,14278,61439740,33437,47290766,4251,14886008,4636,26649364,12527,12380466,5445,42787299,16710,51743557,8232,41541089,20326,27912613,2022,6671195,2445,13625267,6230,6711951,2757,25150198,8234,25724633,4053,21622953,8880,10794289,602,1887080,916,5039993,2487,2060187,979,9805776,3261,9707694,1669,9021655,2481,3330447,163,595377,247,1234294,635,556452,258,3857953,881,2717154,371,1909714,975,1287185,55,166999,115,657460,282,240735,104,1471495,312,1191864,128,463646,520,707396,128,453960,96,637980,227,359915,140,1345563,304,1247839,199,1067736
105年07月,台南市,女性,501,357161,168,247555,103,207806,467,250231,299,1124188,737,929990,261,460744,11565,11683441,3057,5170817,1968,6650998,8929,5650659,5802,15035238,14522,25451878,6282,15333953,30947,39396107,7748,15506214,4801,20799811,22287,16817347,12151,34753204,35185,72887720,15136,40871628,53802,71688015,12408,25848712,7807,38160683,30741,26077060,14741,49516555,50309,105813733,20955,62001083,72895,96359210,15508,32774191,10041,46174825,34794,32598518,18708,68223090,58015,118305588,24052,76439066,73767,96924899,14472,32754371,10610,56469469,30621,30265312,17721,82257457,50819,121151813,21210,72750892,70236,92751458,12469,31484384,10521,54440828,27381,28393344,14681,78785031,43118,124339998,19790,79156059,56246,76825577,8085,23465130,7911,39838496,20836,21691342,9289,54936739,27800,90580659,14069,60057503,36001,49926502,4156,13744588,4569,23327994,11984,12200175,4715,30428880,15981,69492639,7643,37386985,21611,28188643,1968,5966108,2401,13608795,6149,6776054,2504,21589553,8013,25520832,3779,20031680,9152,11818527,672,1991681,967,5768752,2402,2764830,945,6709643,3032,9402177,1419,6731065,2740,3512676,133,492970,231,1005043,621,668069,258,2801118,790,2515002,354,2333059,992,1152528,37,104536,115,553395,229,286210,97,1190055,264,1180584,97,456877,571,858849,113,407095,121,849197,250,371287,138,1412243,288,1154887,215,1318795
105年08月,台南市,女性,552,461529,182,280615,123,341768,540,273148,309,842799,807,1179499,272,440912,10449,12044127,2880,5317791,1891,6387974,8880,5566665,5388,14544986,13625,21810799,6167,15032376,28521,39514695,6786,14049074,4446,18098953,22326,16827347,11515,37720263,29168,54249253,14826,40399367,49224,71094191,11309,23399453,7149,30937832,30571,24863805,13675,48837200,39753,70620923,20559,60686540,64965,95489259,14304,29093860,9698,44749171,34798,31571478,17025,65833475,44023,79792126,24012,74765086,66015,96267458,13080,28872279,10388,53883531,31448,30151891,17004,87239476,39703,76732034,22047,76231583,63543,93674826,11526,29426625,10323,52514848,28060,26846261,14119,86329962,33355,70040884,20130,77123339,51669,76813206,7943,23332054,7738,39354960,21360,19972150,9395,65058138,22034,55237528,14363,62681414,33261,49943152,4111,12494973,4568,22144148,12499,12087866,4917,35748861,11951,34067205,8164,40365665,19765,29064526,1977,6263981,2294,12302360,6431,5960635,2623,23499980,6097,16769704,4125,21438746,8682,12484248,674,1845400,891,4920009,2588,2213920,1045,10312549,2340,6300283,1501,7669790,2450,3255168,158,496067,243,990804,668,620645,262,2820406,602,1808789,363,1796579,897,1362842,44,157786,88,338217,306,211295,108,1358454,244,846330,102,544417,547,966476,108,387939,92,1338734,232,305628,156,1660224,225,616969,222,1400630
105年09月,台南市,女性,749,631159,143,188035,113,403214,681,320476,281,740449,767,986587,347,456252,10309,11225212,2475,4701319,1631,5428472,8264,5195179,4887,11840217,12046,21535458,5872,16427547,28030,37401503,6248,14146773,4126,17036559,20069,15703471,10854,37665372,26841,52253472,13654,45662924,47913,67534269,10115,22691337,6440,29228797,27451,23241541,13044,47310530,37947,76705210,19367,60860740,63862,89799533,11911,28023893,7817,36545475,30608,27825870,15012,56920530,42061,86416066,21493,71583329,65107,88754177,10390,25743527,8069,42067395,27728,26317390,13791,59391360,36802,84131380,19647,69358898,61964,85738706,8994,26068424,8218,39788900,25024,24753653,11769,64263930,29936,74284811,18006,74168030,50058,71368107,6317,19757900,6754,34381854,19373,20161931,8325,57621156,21438,66104804,13053,59925029,32458,46109537,3351,12122394,3977,23839574,11423,11085525,4585,37130880,12011,38874306,7487,37565443,19492,26829632,1595,6114621,2086,11677966,5759,6164237,2523,25878619,6181,20741621,3733,20000413,8575,11078631,539,1735052,848,4130217,2317,2130626,994,12442505,2318,8317585,1370,6858056,2568,3025334,123,463223,214,1278614,545,545808,268,4357303,552,1972269,333,2042789,965,1212589,32,158451,116,407200,236,203947,117,1907999,216,1382746,109,405217,547,778924,101,389141,96,609180,228,286469,158,2029702,235,967304,199,1257505
105年10月,台南市,女性,634,410939,155,244903,76,273543,741,266284,297,713125,890,1307213,328,492263,10173,10131752,2933,5605264,1628,5577132,8970,5279054,5964,13673180,14866,27564012,6733,16338271,27341,36057366,7517,16889618,4678,22511617,22124,16744100,13674,39073703,32947,67713920,16295,49830285,48023,66239968,11956,27450980,7586,36472596,29148,24876026,15856,52491297,44443,93399161,22719,66703437,65074,92313038,13933,32353495,8814,44669932,33130,31011420,17326,62235430,48124,99763338,25856,80071357,66790,88648209,11903,28457466,8652,45447931,29213,28591875,16052,64118611,43161,93561574,23126,77201854,62754,82099701,10272,27877890,8233,42309897,26961,26475154,13315,64226892,35417,88726527,20675,78668927,51619,68727870,7289,23255889,7029,36277603,21017,21751199,9396,56335345,25138,72451356,14622,64065923,33834,46327176,3742,12905819,4569,24863962,12853,12958646,5482,39631554,14582,47635340,8424,40789100,20601,26867850,1858,6685067,2557,14410664,6495,6678199,2981,26541098,7802,27083323,4369,23951405,9601,11866652,667,2349980,998,5207966,2795,2657949,1203,15018796,3072,10434639,1648,8753244,2787,3233571,122,418525,255,1891840,697,470305,294,4371104,653,2333711,353,1532454,966,1183423,37,116330,109,660515,283,184961,143,2492980,243,754223,121,603048,548,991728,114,529142,129,696183,233,247226,208,2249489,289,873497,212,1556626
105年11月,台南市,女性,503,267887,155,297763,76,270661,737,273718,225,514253,885,1527369,292,346706,8870,7936911,2813,5917288,1949,7890035,9031,4849838,5498,13560156,19958,49798473,6089,16433639,22916,25516086,7144,17340535,4884,21775064,21396,16806319,13568,38547866,54430,165689378,15213,47508146,39698,43492696,11949,29766698,7508,36036604,28923,24192968,15105,53769869,77270,263807111,21710,70899088,52501,55536032,14089,35237384,9162,45290054,32082,30176878,16830,65278708,83849,263379111,24691,79854919,54165,55936757,12079,33646828,9274,50422658,28481,27902033,15574,66998783,73264,272936906,22230,81610574,50448,53368755,9443,29058367,8766,45372464,25566,26139880,13011,63945297,60824,262080183,20233,85729696,41583,44423494,6520,22161053,7699,42356633,19945,19397324,9483,53212823,43030,206804160,14593,67215408,27151,29902087,3490,14132058,4950,29427343,11901,12641669,5562,35801073,25579,151259436,8658,45046246,16472,18040335,1836,7511088,2717,14497289,6076,6246159,2935,23944625,13591,78317904,4488,23812615,7962,7575511,549,2342869,1093,6106604,2738,2582932,1102,8531814,5589,32685938,1756,8538095,2279,2222406,148,648637,323,1712742,731,581010,287,2665357,1371,7584888,437,2528224,843,986124,45,144172,143,654738,256,288532,126,1048289,550,5004465,130,725993,541,1013311,105,477575,131,1490749,181,202641,164,1482619,458,2620675,223,1710898
105年12月,台南市,女性,601,392319,197,300989,103,499454,807,294588,308,940489,905,1253220,370,395555,9763,9252428,3615,7430844,1896,6539013,10026,5906926,5754,13093522,15882,25326470,6879,16849561,23416,27442284,9616,22477746,5119,20460409,23087,17745672,13916,39463913,35071,61298466,16464,51075728,39073,45677878,15353,37266480,7667,34411897,30229,28369054,16541,58729598,48265,87438657,23672,78198320,53617,61999372,19109,47977914,9987,47218766,32964,32777091,18978,70949886,55908,100393285,27541,99224703,55640,62841313,17273,45427644,10011,51024608,29462,31683882,17831,73803582,51028,100227148,24642,91723727,52774,59160486,13993,42679552,9737,46902476,26203,28519482,13954,68771722,40071,92168115,21973,93602109,42729,49991137,9376,31493797,8142,45054817,21184,22346055,10234,53498218,25888,68905080,15673,75525422,27610,33408811,5009,18705246,5366,32689923,11988,13253285,5825,32829804,14929,42328370,9405,51793640,17035,19264885,2385,8820069,3079,21382036,6180,6914972,2980,18403383,7670,21716715,4849,29620445,8227,8949150,819,2672802,1182,6425425,2772,2913447,1216,9081845,3314,9061878,2044,12217897,2284,2593143,206,836363,303,1639289,772,579350,288,3186215,825,2366213,456,3068749,940,1058584,66,319576,141,684995,273,394313,119,745146,343,1198004,184,924519,598,884151,131,551775,134,1012582,206,323780,187,1251202,351,1325799,260,2200198
